chpter,tumour type,option,,sctid,,ptsctid,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT1d,American Joint Committee on Cancer cT1d (qualifier value),1228928007,cT1d,5063789010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT2d,American Joint Committee on Cancer cT2d (qualifier value),1228937007,cT2d,5063824014,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT3d,American Joint Committee on Cancer cT3d (qualifier value),1228942004,cT3d,5063844015,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4c,American Joint Committee on Cancer cT4c (qualifier value),1228947005,cT4c,5063866010,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4d,American Joint Committee on Cancer cT4d (qualifier value),1228948000,cT4d,5063870019,,,,,,,,,,,,,,,,,,,,,,,
67.2,melanoma of choroid or ciliary body,cT4e,American Joint Committee on Cancer cT4e (qualifier value),1228949008,cT4e,5063873017,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3d,American Joint Committee on Cancer cT3d (qualifier value),1228942004,cT3d,5063844015,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT3e,American Joint Committee on Cancer cT3e (qualifier value),1228943009,cT3e,5063847010,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
68,retinoblastoma,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
69,carcinoma of lacrimal gland,cT4c,American Joint Committee on Cancer cT4c (qualifier value),1228947005,cT4c,5063866010,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
70,sarcoma of orbit,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
71,lymphoma of ocular adnexa,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
73.1,differentiated tumour of thyroid,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
73.2,anaplastic tumour of thyroid,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
74,medullary tumour of thyroid,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
75,tumour of parathyroid,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
76,carcinoma of adrenal cortex,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
77,neuroendocrine tumour of adrenal gland,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
77,neuroendocrine tumour of adrenal gland,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
77,neuroendocrine tumour of adrenal gland,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
77,neuroendocrine tumour of adrenal gland,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
81.1,mycosis fungoides or sezary syndrome,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
81.2,primary cutaneous B-cell or T-cell non-mycosis fungoides and non-sezary syndrome lymphoma,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
